pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2024-09-27,74.4,1.67,5.96,"Suárez, Ranger",671277,624133,strikeout,swinging_strike,,,,,7,Luis García Jr. strikes out swinging.,R,L,L,WSH,PHI,S,2,,1,2,2024,-0.86,-0.97,-0.82,1.66,,,656448,2,2,Bot,,,,,,,-3.620690638707621,-108.29508091807612,0.1056611217246206,-6.182659167614527,18.605428398074565,-40.0672526251636,3.44,1.64,,,,74.7,2161,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.05,,0.0,0.0,1,0,0,,24,4,Curveball,6,0,6,0,0,6,6,0,Standard,Standard,319,0.003,-0.196,59.9,8.2,,0.196,,6,6,0.9429869894307318,0.9429869894307318,28,24,29,24,2,1,6,1,12,1,5.08,-0.86,-0.86,47.4,18.15060624272521,-20.184325858903133,24.806833554209543,50.54391174119009,48.79562456814485
FF,2024-09-27,92.6,2.01,5.81,"Suárez, Ranger",671277,624133,,ball,,,,,11,Ball,R,L,L,WSH,PHI,B,,,0,2,2024,0.44,0.83,-1.96,2.89,,,656448,2,2,Bot,,,,,,,-11.148348600844354,-134.59174992330213,-3.556068330274892,7.4849426505713135,24.62674243147325,-21.426107112840928,3.58,1.77,,,,93.5,1836,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,53.97,,,,,,,,24,3,4-Seam Fastball,6,0,6,0,0,6,6,0,Standard,Standard,124,0.007,0.027,,,,-0.027,,6,6,0.9429869894307318,0.9429869894307318,28,24,29,24,2,1,6,1,12,1,1.8,0.44,0.44,38.9,,,,,
CU,2024-09-27,72.6,1.67,5.9,"Suárez, Ranger",671277,624133,,foul,,,,,14,Foul,R,L,L,WSH,PHI,S,,,0,1,2024,-0.65,-0.8,1.4,1.24,,,656448,2,2,Bot,,,,,,,0.5732999829002171,-105.7913950717442,-0.6102541774657327,-4.986340111050735,16.87049105527564,-38.342698964111904,3.44,1.64,3,43.0,-28,73.1,2076,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.05,,,,,,,,24,2,Curveball,6,0,6,0,0,6,6,0,Standard,Standard,311,0.007,-0.054,65.3,7.8,,0.054,88.0,6,6,0.9429869894307318,0.9429869894307318,28,24,29,24,2,1,6,1,12,1,5.09,-0.65,-0.65,45.7,22.88217944782049,-33.73631820261743,36.98238221892216,24.058521513010263,53.46729445333901
SI,2024-09-27,91.7,1.83,5.86,"Suárez, Ranger",671277,624133,,foul,,,,,4,Foul,R,L,L,WSH,PHI,S,,,0,0,2024,1.24,0.72,-0.41,2.32,,,656448,2,2,Bot,,,,,,,-8.367233013500144,-133.4179867440179,-4.725786419682747,16.55656206919649,24.882028468661908,-22.810548785626505,3.44,1.64,239,80.0,48,92.5,1863,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.03,,,,,,,,24,1,Sinker,6,0,6,0,0,6,6,0,Standard,Standard,137,0.007,-0.047,71.1,6.9,,0.047,88.0,6,6,0.9429869894307318,0.9429869894307318,28,24,29,24,2,1,6,1,12,1,1.97,1.24,1.24,39.2,1.7755443278899468,17.91013001624449,30.43424902676822,44.64444951112951,21.58910538866811
FF,2024-09-27,90.9,1.85,5.87,"Suárez, Ranger",656448,624133,force_out,hit_into_play,,,,,5,"Stone Garrett grounds into a force out, shortstop Trea Turner to second baseman Bryson Stott. Keibert Ruiz out at 2nd. Stone Garrett to 1st.",R,R,L,WSH,PHI,X,6,ground_ball,2,0,2024,0.26,0.93,-0.14,2.78,,,660688,1,2,Bot,112.79,138.88,,,,,-5.567370069559972,-132.44632283858553,-3.9213136834560314,4.125665438733708,24.329835114987844,-20.50991505786059,3.64,1.77,57,93.4,2,91.7,1865,6.4,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.12,0.434,0.413,0.0,1,0,0,2,23,3,4-Seam Fastball,6,0,6,0,0,6,6,0,Standard,Standard,133,0.002,-0.406,76.4,7.3,0.508,0.406,93.4,6,6,0.9480705927277692,0.9480705927277692,28,28,29,29,2,1,6,,12,2,1.79,0.26,-0.26,41.1,5.505615926043513,12.717452734868486,29.06349946532098,37.752308660998935,16.79722750460634
CH,2024-09-27,80.4,1.82,5.74,"Suárez, Ranger",656448,624133,,blocked_ball,,,,,13,Ball In Dirt,R,R,L,WSH,PHI,B,,,1,0,2024,0.73,0.09,-0.88,0.5,,,660688,1,2,Bot,,,,,,,-7.38068382898899,-116.84057126268718,-5.102201922503711,8.100213399190755,22.19359233375516,-30.5817330189516,3.66,1.82,,,,80.5,1235,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.03,,,,,,,,23,2,Changeup,6,0,6,0,0,6,6,0,Standard,Standard,117,0.006,0.056,,,,-0.056,,6,6,0.9480705927277692,0.9480705927277692,28,28,29,29,2,1,6,,12,2,3.45,0.73,-0.73,39.6,,,,,
FF,2024-09-27,90.5,1.74,5.95,"Suárez, Ranger",656448,624133,,ball,,,,,11,Ball,R,R,L,WSH,PHI,B,,,0,0,2024,0.06,0.92,-1.38,3.08,,,660688,1,2,Bot,,,,,,,-7.938044012035348,-131.81832189606402,-3.3107894420703787,2.112437850662868,23.00010033691526,-20.83185098953405,3.73,1.89,,,,91.4,1931,6.4,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.1,,,,,,,,23,1,4-Seam Fastball,6,0,6,0,0,6,6,0,Standard,Standard,142,0.006,0.036,,,,-0.036,,6,6,0.9480705927277692,0.9480705927277692,28,28,29,29,2,1,6,,12,2,1.81,0.06,-0.06,42.8,,,,,
CH,2024-09-27,77.0,1.93,5.79,"Suárez, Ranger",660688,624133,single,hit_into_play,,,,,12,Keibert Ruiz singles on a ground ball to center fielder Brandon Marsh. Dylan Crews scores. James Wood scores.,R,R,L,WSH,PHI,X,8,ground_ball,0,1,2024,0.96,0.16,1.3,2.44,686611,695578,,1,2,Bot,115.73,100.03,,,,,-3.0995362652714804,-112.13150763059478,-0.4527345752864214,8.663615172448957,19.835548783955325,-30.971469410092105,3.25,1.5,113,79.9,8,77.3,1076,6.4,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.06,0.346,0.319,0.9,1,1,0,4,22,2,Changeup,4,0,4,0,0,6,6,0,Strategic,Standard,130,0.044,0.576,58.7,6.9,0.388,-0.576,88.0,4,4,0.9103971857107336,0.9103971857107336,28,25,29,26,2,1,6,1,12,1,3.67,0.96,-0.96,42.4,6.613201442124837,2.1065442596873454,23.97678567241725,54.2669466931275,37.11987045274252
CU,2024-09-27,72.9,1.66,5.95,"Suárez, Ranger",660688,624133,,called_strike,,,,,6,Called Strike,R,R,L,WSH,PHI,S,,,0,0,2024,-1.07,-0.65,0.81,2.34,686611,695578,,1,2,Bot,,,,,,,0.1280237261272931,-106.14844485731112,1.2183666073955652,-8.09883250451079,17.93558515183443,-37.49841706644584,3.31,1.49,,,,73.4,2061,6.6,744797,592663,547180,681082,664761,607208,669720,669016,592206,53.92,,,,,,,,22,1,Curveball,4,0,4,0,0,4,4,0,Strategic,Standard,309,0.007,-0.054,,,,0.054,,4,4,0.9103971857107336,0.9103971857107336,28,25,29,26,2,1,6,1,12,1,4.93,-1.07,1.07,46.6,,,,,
FC,2024-09-27,83.5,2.0,5.92,"Suárez, Ranger",660766,624133,sac_bunt,hit_into_play,,,,,7,"Juan Yepez out on a sacrifice bunt, pitcher Ranger Suárez to first baseman Bryce Harper. Dylan Crews to 3rd. James Wood to 2nd.",R,R,L,WSH,PHI,X,1,ground_ball,0,0,2024,-0.43,0.29,-0.32,2.1,,686611,695578,0,2,Bot,133.06,192.22,,,,,-4.510334885379382,-121.52316133367223,-2.9404807625279754,-3.41095531603813,23.59220252437974,-28.924288930000397,3.31,1.63,2,31.0,-44,84.0,2017,6.6,744797,592663,547180,681082,664761,607208,669720,669016,592206,53.94,0.3,,0.2,0,0,0,1,21,1,Cutter,4,0,4,0,0,4,4,0,Infield shade,Standard,215,0.007,0.0,,,0.302,0.0,88.0,4,4,0.909854948936084,0.909854948936084,28,26,29,26,2,1,6,1,12,1,2.97,-0.43,0.43,42.6,,,,,
SI,2024-09-27,90.9,1.77,5.93,"Suárez, Ranger",695578,624133,single,hit_into_play,,,,,5,James Wood singles on a ground ball to left fielder Austin Hays. Dylan Crews to 2nd.,R,L,L,WSH,PHI,X,7,ground_ball,1,0,2024,1.13,0.6,-0.26,2.74,,,686611,0,2,Bot,69.03,126.48,,,,,-7.557454241385286,-132.29589345016532,-3.4390717261453267,14.880187421783422,25.82002222171268,-24.52449453256333,3.81,1.78,69,97.4,1,91.5,1923,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.04,0.449,0.418,0.9,1,1,0,4,20,2,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,147,0.025,0.408,72.4,6.5,0.5,-0.408,97.4,4,4,0.8908985286281088,0.8908985286281088,28,21,29,22,2,1,6,1,12,1,2.13,1.13,1.13,43.7,-7.264863903980771,20.378558813732344,40.293942281304176,42.48218618797516,18.772035812217503
FC,2024-09-27,84.2,1.93,5.94,"Suárez, Ranger",695578,624133,,ball,,,,,13,Ball,R,L,L,WSH,PHI,B,,,0,0,2024,-0.38,0.3,-1.95,1.1,,,686611,0,2,Bot,,,,,,,-8.260345545614042,-122.30262426476692,-5.438714754258246,-2.216635014960016,24.270479822159903,-28.297754278261937,3.98,1.9,,,,84.3,2141,6.5,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.03,,,,,,,,20,1,Cutter,4,0,4,0,0,4,4,0,Standard,Standard,165,0.007,0.041,,,,-0.041,,4,4,0.8908985286281088,0.8908985286281088,28,21,29,22,2,1,6,1,12,1,2.93,-0.38,-0.38,43.3,,,,,
SI,2024-09-27,88.5,1.79,5.95,"Suárez, Ranger",686611,624133,walk,ball,,,,,12,Dylan Crews walks.,R,R,L,WSH,PHI,B,,,3,1,2024,1.02,0.34,0.29,3.52,,,,0,2,Bot,,,,,,,-5.77863599629395,-128.83329827816198,-0.5738263851139644,12.605161456470208,26.86838058501347,-28.534919363466415,3.3,1.47,,,,88.4,1882,6.2,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.3,,0.689131,0.7,1,0,0,,19,5,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,145,0.02,0.287,,,,-0.287,,4,4,0.8777261931272243,0.8777261931272243,28,22,29,22,2,1,6,1,12,1,2.57,1.02,-1.02,43.0,,,,,
CU,2024-09-27,73.2,1.65,6.01,"Suárez, Ranger",686611,624133,,ball,,,,,12,Ball,R,R,L,WSH,PHI,B,,,2,1,2024,-0.7,-0.73,1.12,3.48,,,,0,2,Bot,,,,,,,0.1227218254289491,-106.52585584198772,3.4872977696314105,-5.329737232750821,17.969000956840727,-38.541719536037874,3.27,1.43,,,,73.4,2078,6.4,744797,592663,547180,681082,664761,607208,669720,669016,592206,54.12,,,,,,,,19,4,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,314,0.008,0.122,,,,-0.122,,4,4,0.8777261931272243,0.8777261931272243,28,22,29,22,2,1,6,1,12,1,4.98,-0.7,0.7,47.5,,,,,
