pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2024-09-26,93.9,-1.92,6.43,"Wacha, Michael",671277,608379,field_out,hit_into_play,,,,,8,"Luis García Jr. grounds out, first baseman Salvador Perez to pitcher Michael Wacha.",R,L,R,WSH,KC,X,3,ground_ball,1,0,2024,-0.7,1.15,-0.03,1.81,,,,2,5,Bot,145.17,166.67,,,,,6.4712307402329605,-136.4991668336835,-8.91860052489089,-10.041486108845032,26.86759948746756,-16.112807867480416,3.43,1.65,3,66.2,-31,95.2,1938,6.9,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.63,0.066,0.057,0.0,1,0,0,2,44,2,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,214,-0.015,-0.295,73.1,7.1,0.069,0.295,88.0,0,0,0.5148917991767391,0.5148917991767391,32,24,33,24,3,2,6,1,9,1,1.42,0.7,-0.7,49.2,-2.6373692250513043,11.79577518179252,34.63512023498588,35.10861589122546,24.855594420461536
FF,2024-09-26,93.8,-1.8,6.5,"Wacha, Michael",671277,608379,,ball,,,,,13,Ball,R,L,R,WSH,KC,B,,,0,0,2024,-0.56,1.21,-0.9,2.16,,,,2,5,Bot,,,,,,,3.6225168315635377,-136.56567483178273,-8.36225373263337,-7.820897343389893,26.176965144008975,-15.394320820949067,3.49,1.68,,,,95.4,1909,6.9,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.62,,,,,,,,44,1,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,207,-0.001,0.04,,,,-0.04,,0,0,0.5148917991767391,0.5148917991767391,32,24,33,24,3,2,6,1,9,1,1.35,0.56,-0.56,49.2,,,,,
CH,2024-09-26,80.0,-1.79,6.67,"Wacha, Michael",660766,608379,field_out,hit_into_play,,,,,2,Juan Yepez grounds out softly to first baseman Salvador Perez.,R,R,R,WSH,KC,X,3,ground_ball,2,2,2024,-1.1,-0.01,-0.1,3.3,,,,1,5,Bot,147.52,164.21,,,,,5.869251801132656,-116.36533650978818,-0.6912634023313622,-11.121626266218412,21.66772900004708,-32.391056649097166,3.31,1.63,79,58.2,8,80.8,1485,6.8,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.65,0.131,0.115,0.0,1,0,0,1,43,6,Changeup,4,4,4,4,4,4,4,4,Standard,Standard,245,-0.023,-0.225,54.4,5.7,0.154,0.225,88.0,0,0,0.5371079487827629,0.5371079487827629,32,26,33,26,3,2,6,2,9,1,3.58,1.1,1.1,54.5,-6.629775679739992,23.04550651669265,16.560076816096743,32.17921517801662,15.955422188195412
CH,2024-09-26,81.7,-1.48,6.67,"Wacha, Michael",660766,608379,,ball,,,,,14,Ball,R,R,R,WSH,KC,B,,,1,2,2024,-1.25,0.19,1.26,-0.36,,,,1,5,Bot,,,,,,,8.660678877981933,-118.34132449526352,-9.645563680954703,-13.387216557469976,22.701661185053624,-28.650918048321987,3.31,1.54,,,,82.3,1488,6.9,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.56,,,,,,,,43,5,Changeup,4,4,4,4,4,4,4,4,Standard,Standard,242,-0.001,0.043,,,,-0.043,,0,0,0.5371079487827629,0.5371079487827629,32,26,33,26,3,2,6,2,9,1,3.26,1.25,1.25,61.3,,,,,
CH,2024-09-26,79.7,-1.58,6.74,"Wacha, Michael",660766,608379,,ball,,,,,14,Ball,R,R,R,WSH,KC,B,,,0,2,2024,-1.15,0.19,0.26,0.8,,,,1,5,Bot,,,,,,,6.239146189764954,-115.82264040837217,-6.67594738136489,-11.480432018356057,21.59217562423084,-29.43925001419302,3.31,1.55,,,,80.1,1479,6.7,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.83,,,,,,,,43,4,Changeup,4,4,4,4,4,4,4,4,Standard,Standard,245,-0.001,0.02,,,,-0.02,,0,0,0.5371079487827629,0.5371079487827629,32,26,33,26,3,2,6,2,9,1,3.41,1.15,1.15,52.6,,,,,
FF,2024-09-26,94.1,-1.85,6.51,"Wacha, Michael",660766,608379,,foul,,,,,11,Foul,R,R,R,WSH,KC,S,,,0,2,2024,-0.53,1.48,-0.21,3.57,,,,1,5,Bot,,,,,,,5.470785466169732,-136.96374815740222,-5.301772174816793,-7.832698922574749,26.929215352121904,-12.516385686005384,3.31,1.63,240,73.3,48,95.2,2019,6.7,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.84,,,,,,,,43,3,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,205,-0.001,0.0,68.0,6.1,,0.0,88.0,0,0,0.5371079487827629,0.5371079487827629,32,26,33,26,3,2,6,2,9,1,1.07,0.53,0.53,51.6,6.359092318709796,3.448346822533384,23.24018727961731,31.22006877654372,21.52798248461408
SI,2024-09-26,92.9,-1.6,6.42,"Wacha, Michael",660766,608379,,foul,,,,,5,Foul,R,R,R,WSH,KC,S,,,0,1,2024,-1.05,1.1,-0.23,2.4,,,,1,5,Bot,,,,,,,5.881290081433495,-135.10248224460503,-7.005958272885032,-14.17843034623326,27.30897364416416,-17.349034185832522,3.31,1.63,193,69.9,40,94.1,1890,6.8,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.66,,,,,,,,43,2,Sinker,4,4,4,4,4,4,4,4,Standard,Standard,216,-0.001,-0.057,76.7,7.4,,0.057,88.0,0,0,0.5371079487827629,0.5371079487827629,32,26,33,26,3,2,6,2,9,1,1.53,1.05,1.05,47.0,3.189888411853146,-0.4155753649433974,32.98231865237538,32.97860929574817,27.20663410178442
CH,2024-09-26,79.0,-1.63,6.75,"Wacha, Michael",660766,608379,,called_strike,,,,,2,Called Strike,R,R,R,WSH,KC,S,,,0,0,2024,-1.17,-0.05,0.05,3.12,,,,1,5,Bot,,,,,,,5.883214144843232,-115.00083024586746,-1.031343464701736,-11.440310708351191,21.258087299431956,-32.632077052540176,3.51,1.52,,,,79.7,1471,6.8,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.73,,,,,,,,43,1,Changeup,4,4,4,4,4,4,4,4,Standard,Standard,248,-0.001,-0.037,,,,0.037,,0,0,0.5371079487827629,0.5371079487827629,32,26,33,26,3,2,6,2,9,1,3.7,1.17,1.17,53.7,,,,,
FF,2024-09-26,94.4,-1.54,6.68,"Wacha, Michael",695578,608379,field_out,hit_into_play,,,,,5,James Wood flies out to left fielder Tommy Pham.,R,L,R,WSH,KC,X,7,fly_ball,3,2,2024,-0.53,1.39,0.15,2.52,,,,0,5,Bot,68.61,70.56,,,,,5.607407465793572,-137.23645782584,-8.31270725713144,-7.846903288710773,27.426429865492675,-12.97183595981283,3.79,1.78,348,97.8,25,95.4,2000,6.7,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.78,0.374,0.571,0.0,1,0,0,5,42,12,4-Seam Fastball,4,4,4,4,4,4,4,4,Infield shade,Standard,202,-0.031,-0.333,78.2,7.2,0.992,0.333,97.8,0,0,0.5666688933706402,0.5666688933706402,32,21,33,22,3,2,6,1,9,1,1.15,0.53,-0.53,52.3,3.4279531454935537,11.258602192146004,42.01639357882654,33.29641845455232,27.12865437373169
CH,2024-09-26,80.6,-1.75,6.67,"Wacha, Michael",695578,608379,,foul,,,,,8,Foul,R,L,R,WSH,KC,S,,,3,2,2024,-1.39,-0.22,-0.18,1.73,,,,0,5,Bot,,,,,,,6.185181095514307,-117.20825403152423,-3.876952472388618,-14.036105431069911,23.189709473570947,-33.62556159781872,3.79,1.78,,,,81.0,1563,6.7,744796,666023,521692,672580,657557,677951,502054,641658,592669,53.8,,,,,,,,42,11,Changeup,4,4,4,4,4,4,4,4,Infield shade,Standard,249,-0.002,0.0,69.4,8.9,,0.0,,0,0,0.5666688933706402,0.5666688933706402,32,21,33,22,3,2,6,1,9,1,3.75,1.39,-1.39,54.0,28.30466321027072,-18.464078143992587,38.82952512850438,37.97886546265334,46.66393356944348
