pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2024-09-26,88.8,-0.23,6.51,"Civale, Aaron",663698,650644,field_out,hit_into_play,,,,,14,Joey Bart pops out to first baseman Rhys Hoskins in foul territory.,R,R,R,PIT,MIL,X,3,popup,1,1,2024,0.45,0.34,0.96,2.21,,,,2,6,Bot,172.37,158.52,,,,,1.9499100832384209,-129.35812436919082,-5.199708591403438,4.689390726203126,24.53945051853957,-27.566040550249085,3.39,1.52,154,84.0,65,88.4,2545,5.8,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.75,0.014,0.014,0.0,1,0,0,3,52,3,Cutter,0,5,0,5,5,0,0,5,Strategic,Standard,169,-0.008,-0.244,73.5,7.9,0.016,0.244,88.0,-5,-5,0.0359250607589027,0.0359250607589027,29,27,29,28,3,2,5,2,5,1,2.53,-0.45,-0.45,47.3,14.848591961473996,-0.731933905843462,32.52153116807329,45.54806059939504,35.95451493974552
FC,2024-09-26,88.5,-0.24,6.51,"Civale, Aaron",663698,650644,,ball,,,,,14,Ball,R,R,R,PIT,MIL,B,,,0,1,2024,0.37,0.37,2.15,1.39,,,,2,6,Bot,,,,,,,4.992954474843118,-128.76970419825685,-7.1827588204349055,3.17851914768306,25.14592547214376,-26.799513439290177,3.38,1.53,,,,87.8,2486,5.7,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.79,,,,,,,,52,2,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,161,-0.005,0.029,,,,-0.029,,-5,-5,0.0359250607589027,0.0359250607589027,29,27,29,28,3,2,5,2,5,1,2.52,-0.37,-0.37,47.4,,,,,
FC,2024-09-26,88.8,-0.29,6.55,"Civale, Aaron",663698,650644,,foul,,,,,14,Foul,R,R,R,PIT,MIL,S,,,0,0,2024,-0.01,0.74,0.98,2.39,,,,2,6,Bot,,,,,,,3.116998904267774,-129.31343648341473,-5.65988375326379,-0.7719711415169431,26.722171493634857,-22.85623866326284,3.39,1.52,206,74.2,54,88.0,2334,5.7,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.76,,,,,,,,52,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,183,-0.005,-0.041,68.3,7.4,,0.041,88.0,-5,-5,0.0359250607589027,0.0359250607589027,29,27,29,28,3,2,5,2,5,1,2.14,0.01,0.01,51.6,7.052815085091422,5.0689687481820345,34.75267845910255,46.89054147184653,29.56003066367009
SI,2024-09-26,93.5,-0.53,6.24,"Civale, Aaron",457705,650644,field_out,hit_into_play,,,,,5,"Andrew McCutchen grounds out, second baseman Brice Turang to first baseman Rhys Hoskins.",R,R,R,PIT,MIL,X,4,ground_ball,0,1,2024,-1.21,0.79,-0.02,2.75,,,,1,6,Bot,121.12,123.62,,,,,3.931565060300219,-136.1475868546809,-4.976216369022784,-15.878469740643496,29.20364726789663,-21.398118988830408,3.4,1.62,55,91.5,1,92.4,2204,5.6,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.95,0.351,0.327,0.0,1,0,0,2,51,2,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,213,-0.013,-0.219,71.6,6.7,0.402,0.219,91.5,-5,-5,0.0439559790760706,0.0439559790760706,29,37,29,38,3,2,5,1,5,1,1.8,1.21,1.21,37.4,6.093205800399787,12.743911740803735,35.18883073865168,33.58307000642857,20.3259176771554
SI,2024-09-26,93.1,-0.51,6.25,"Civale, Aaron",457705,650644,,called_strike,,,,,12,Called Strike,R,R,R,PIT,MIL,S,,,0,0,2024,-1.2,0.88,0.96,3.21,,,,1,6,Bot,,,,,,,6.356821680715063,-135.4908140736994,-3.972506609863791,-16.223276472052014,28.49210140667357,-20.64542648728209,3.5,1.75,,,,92.4,2162,5.8,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.71,,,,,,,,51,1,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,216,-0.006,-0.037,,,,0.037,,-5,-5,0.0439559790760706,0.0439559790760706,29,37,29,38,3,2,5,1,5,1,1.74,1.2,1.2,43.6,,,,,
SI,2024-09-26,93.3,-1.24,6.18,"Civale, Aaron",665833,650644,field_out,hit_into_play,,,,,4,"Oneil Cruz grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",R,L,R,PIT,MIL,X,6,ground_ball,2,2,2024,-1.31,0.86,-0.35,2.82,,,,0,6,Bot,106.72,147.58,,,,,5.077148988997593,-135.73939718112416,-4.737086602266001,-17.355794766648646,28.115145398317672,-20.756092169549387,3.83,1.76,12,119.5,-13,92.0,2142,5.4,745443,606992,656555,668930,687401,642715,686217,663368,669003,55.09,0.294,0.309,0.0,1,0,0,2,50,5,Sinker,0,5,0,5,5,0,0,5,Strategic,Standard,216,-0.019,-0.227,83.6,6.8,0.309,0.227,119.5,-5,-5,0.056854934645694,0.056854934645694,29,25,29,26,3,2,5,1,5,1,1.75,1.31,-1.31,35.7,2.644118760793878,21.81033260196304,30.474233644001323,40.98278551260057,17.38096489890885
FC,2024-09-26,87.7,-0.87,6.37,"Civale, Aaron",665833,650644,,foul,,,,,8,Foul,R,L,R,PIT,MIL,S,,,2,1,2024,0.42,0.57,-0.02,2.21,,,,0,6,Bot,,,,,,,1.1870666333741495,-127.70555790109756,-5.092267762187749,4.364582174540528,24.73832125517143,-25.075803708935425,3.83,1.76,253,81.2,39,86.8,2586,5.5,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.95,,,,,,,,50,4,Cutter,0,5,0,5,5,0,0,5,Strategic,Strategic,158,-0.007,-0.069,78.6,7.3,,0.069,88.0,-5,-5,0.056854934645694,0.056854934645694,29,25,29,26,3,2,5,1,5,1,2.37,-0.42,0.42,41.4,-5.941757538531974,9.75765459627666,41.55964951888555,36.956099878469125,22.984581570247396
SI,2024-09-26,91.9,-1.19,6.17,"Civale, Aaron",665833,650644,,ball,,,,,13,Ball,R,L,R,PIT,MIL,B,,,1,1,2024,-1.19,1.0,-1.47,2.41,,,,0,6,Bot,,,,,,,1.8369534632646252,-133.7950048875832,-5.809085012096957,-14.76737977633386,27.027787222097807,-19.179494243145037,3.73,1.81,,,,90.8,2317,5.4,745443,606992,656555,668930,687401,642715,686217,663368,669003,55.07,,,,,,,,50,3,Sinker,0,5,0,5,5,0,0,5,Strategic,Strategic,213,-0.007,0.053,,,,-0.053,,-5,-5,0.056854934645694,0.056854934645694,29,25,29,26,3,2,5,1,5,1,1.69,1.19,-1.19,37.9,,,,,
CU,2024-09-26,77.8,-0.77,6.52,"Civale, Aaron",665833,650644,,ball,,,,,14,Ball,R,L,R,PIT,MIL,B,,,0,1,2024,0.81,-1.27,1.04,-0.27,,,,0,6,Bot,,,,,,,2.369372335028592,-113.14944498144942,-5.173432923519004,6.360406106817303,23.454099622712818,-42.16600290967765,3.71,1.79,,,,76.4,3097,5.6,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.89,,,,,,,,50,2,Curveball,0,5,0,5,5,0,0,5,Strategic,Strategic,38,-0.007,0.025,,,,-0.025,,-5,-5,0.056854934645694,0.056854934645694,29,25,29,26,3,2,5,1,5,1,5.09,-0.81,0.81,45.6,,,,,
FC,2024-09-26,88.0,-1.0,6.45,"Civale, Aaron",665833,650644,,called_strike,,,,,4,Called Strike,R,L,R,PIT,MIL,S,,,0,0,2024,0.31,0.76,-0.45,2.88,,,,0,6,Bot,,,,,,,0.668120551970522,-128.21680588674133,-4.09605641185808,3.3005359021475718,26.48639075195903,-23.136137516187976,3.74,1.82,,,,86.8,2619,5.4,745443,606992,656555,668930,687401,642715,686217,663368,669003,55.05,,,,,,,,50,1,Cutter,0,5,0,5,5,0,0,5,Strategic,Strategic,170,-0.007,-0.037,,,,0.037,,-5,-5,0.056854934645694,0.056854934645694,29,25,29,26,3,2,5,1,5,1,2.17,-0.31,0.31,43.6,,,,,
