pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2024-08-19,90.4,2.68,5.6,"Rogers, Trevor",624413,669432,walk,ball,,,,,14,Pete Alonso walks.,R,R,L,NYM,BAL,B,,,3,1,2024,1.55,0.11,0.84,1.62,,596019,,2,5,Bot,,,,,,,-7.972949402165223,-131.2293643000771,-4.140200495628635,19.70722484109753,32.075026942801216,-30.07526790570923,3.52,1.68,,,,90.6,2217,6.9,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.6,,0.689131,0.7,1,0,0,,41,5,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,120,0.013,0.056,,,,-0.056,,2,2,0.8025706400392962,0.8025706400392962,26,29,27,30,3,2,6,1,,1,2.72,1.55,-1.55,19.0,,,,,
FF,2024-08-19,89.5,2.77,5.66,"Rogers, Trevor",624413,669432,,ball,,,,,12,Ball,R,R,L,NYM,BAL,B,,,2,1,2024,0.88,1.26,0.62,4.28,,596019,,2,5,Bot,,,,,,,-7.228514881554635,-130.0237595259195,0.0294180631192827,11.606538792689213,30.63611475353622,-18.290340572540487,3.51,1.67,,,,89.9,2346,6.9,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.59,,,,,,,,41,4,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,129,0.008,0.045,,,,-0.045,,2,2,0.8025706400392962,0.8025706400392962,26,29,27,30,3,2,6,1,,1,1.63,0.88,-0.88,19.9,,,,,
SI,2024-08-19,88.4,2.74,5.53,"Rogers, Trevor",624413,669432,,ball,,,,,14,Ball,R,R,L,NYM,BAL,B,,,1,1,2024,1.54,0.43,1.12,1.55,,596019,,2,5,Bot,,,,,,,-7.217950812438441,-128.39391785393164,-4.367901441580353,18.60606015478302,32.362667464174855,-26.651846853738324,3.55,1.71,,,,88.1,2241,6.7,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.81,,,,,,,,41,3,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,119,0.008,0.039,,,,-0.039,,2,2,0.8025706400392962,0.8025706400392962,26,29,27,30,3,2,6,1,,1,2.55,1.54,-1.54,16.6,,,,,
SI,2024-08-19,89.4,2.72,5.67,"Rogers, Trevor",624413,669432,,called_strike,,,,,14,Called Strike,R,R,L,NYM,BAL,S,,,1,0,2024,1.69,0.08,0.96,1.94,,596019,,2,5,Bot,,,,,,,-8.022578750943852,-129.82367005027655,-3.259963728788113,20.84392807124645,33.15034871483986,-30.640776796657043,3.51,1.61,,,,89.6,2288,7.0,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.48,,,,,,,,41,2,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,116,0.008,-0.043,,,,0.043,,2,2,0.8025706400392962,0.8025706400392962,26,29,27,30,3,2,6,1,,1,2.83,1.69,-1.69,20.4,,,,,
SL,2024-08-19,79.5,2.69,5.62,"Rogers, Trevor",624413,669432,,ball,,,,,13,Ball,R,R,L,NYM,BAL,B,,,0,0,2024,-0.45,0.31,-1.02,1.09,,596019,,2,5,Bot,,,,,,,-7.407887571424885,-115.49395145991224,-3.7612078946207808,-2.568090606481061,22.22918446524836,-28.84004296572956,3.41,1.61,,,,80.7,2140,7.3,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.22,,,,,,,,41,1,Slider,3,1,3,1,1,3,3,1,Standard,Standard,252,0.008,0.014,,,,-0.014,,2,2,0.8025706400392962,0.8025706400392962,26,29,27,30,3,2,6,1,,1,3.31,-0.45,0.45,21.1,,,,,
FF,2024-08-19,91.5,2.64,5.59,"Rogers, Trevor",502110,669432,strikeout,swinging_strike,,,,,3,J.D. Martinez strikes out swinging.,R,R,L,NYM,BAL,S,2,,3,2,2024,0.94,1.21,0.57,3.18,,596019,,1,5,Bot,,,,,,,-7.339468684101455,-133.02797442214114,-2.756034624297321,12.88449924616275,32.37026347065997,-17.554068535874265,3.73,1.78,,,,91.9,2370,6.9,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.59,,0.0,0.0,1,0,0,,40,9,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,126,-0.015,-0.291,72.6,7.6,,0.291,,2,2,0.8259318723998526,0.8259318723998526,26,36,27,37,3,2,6,1,,1,1.55,0.94,-0.94,19.3,-0.0206172098888405,28.0496626552757,34.041472552033035,47.15927140107474,3.890997103915901
FF,2024-08-19,91.4,2.48,5.63,"Rogers, Trevor",502110,669432,,ball,,,,,13,Ball,R,R,L,NYM,BAL,B,,,2,2,2024,1.13,1.07,-1.74,1.89,,,596019,1,5,Bot,,,,,,,-13.197849496152658,-132.36966510998084,-5.832209078537653,16.30524600647454,30.49975874967873,-18.418894505214865,3.73,1.93,,,,91.9,2410,7.1,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.45,,,,,,,,40,8,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,123,0.02,0.077,,,,-0.077,,2,2,0.8132235999986568,0.8132235999986568,26,36,27,37,3,2,6,1,,1,1.7,1.13,-1.13,19.3,,,,,
SL,2024-08-19,81.0,2.68,5.66,"Rogers, Trevor",502110,669432,,foul,,,,,13,Foul,R,R,L,NYM,BAL,S,,,2,2,2024,-0.54,0.27,-0.52,1.56,,,596019,1,5,Bot,,,,,,,-6.218351389770063,-117.71674294065028,-2.9504771420705813,-3.585777657697451,26.23721906802551,-29.31751654760955,3.73,1.78,277,99.6,19,82.0,2249,7.4,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.07,,,,,,,,40,7,Slider,3,1,3,1,1,3,3,1,Standard,Standard,160,0.008,0.0,75.0,9.2,,0.0,99.6,2,2,0.8132235999986568,0.8132235999986568,26,36,27,37,3,2,6,1,,1,3.27,-0.54,0.54,22.6,25.74298468483687,-10.316086584743518,48.737334233022,33.796994438407474,38.68325276384867
SL,2024-08-19,80.0,2.64,5.68,"Rogers, Trevor",502110,669432,,foul,,,,,1,Foul,R,R,L,NYM,BAL,S,,,2,2,2024,-0.55,0.3,-0.4,3.23,,,596019,1,5,Bot,,,,,,,-5.747332245436866,-116.32518145392416,0.8494398015955529,-3.744864717941878,24.1788686411266,-29.872076449031795,3.73,1.78,171,66.1,50,80.8,2192,7.1,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.36,,,,,,,,40,6,Slider,3,1,3,1,1,3,3,1,Standard,Standard,201,0.008,0.0,75.1,8.0,,0.0,88.0,2,2,0.8132235999986568,0.8132235999986568,26,36,27,37,3,2,6,1,,1,3.3,-0.55,0.55,25.5,12.720832695789897,-4.4242249449124165,33.853651757412024,35.39790088069016,29.4730264258918
FF,2024-08-19,91.7,2.63,5.64,"Rogers, Trevor",502110,669432,,foul,,,,,1,Foul,R,R,L,NYM,BAL,S,,,2,2,2024,1.26,1.09,-0.46,3.26,,,596019,1,5,Bot,,,,,,,-10.623318908036673,-133.0459240612603,-2.487199815553834,17.270160922102917,29.149500470816687,-18.863300911379344,3.73,1.78,233,87.9,61,92.3,2406,6.8,745780,668939,663624,702616,602104,683002,596103,681297,623993,53.66,,,,,,,,40,5,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,125,0.008,0.0,72.5,7.3,,0.0,88.0,2,2,0.8132235999986568,0.8132235999986568,26,36,27,37,3,2,6,1,,1,1.64,1.26,-1.26,19.8,9.075353968380016,6.843203599917957,36.5985179026295,34.710266277407726,24.3903829994972
