pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FS,2024-09-23,83.9,-1.7,5.47,"Miller, Bryce",665161,682243,strikeout,swinging_strike,,,,,1,Jeremy Peña strikes out swinging.,R,R,R,HOU,SEA,S,2,,0,2,2024,-0.86,0.43,-0.7,3.42,608324,673237,,2,7,Bot,,,,,,,4.019103922752327,-122.12468895706918,0.867216637602532,-9.3621748871077,25.53295598399844,-28.28105173533641,3.6,1.74,,,,84.0,1018,6.5,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.04,,0.0,0.0,1,0,0,,54,4,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,228,-0.115,-0.176,73.4,7.4,,0.176,,-2,-2,0.2445149420434864,0.2445149420434864,25,26,26,27,3,2,5,1,,1,2.82,0.86,0.86,36.7,16.532909921990644,-25.7547659401002,18.852643482234324,28.91212330122409,27.31771105956196
ST,2024-09-23,85.4,-1.5,5.67,"Miller, Bryce",665161,682243,,foul,,,,,14,Foul,R,R,R,HOU,SEA,S,,,0,2,2024,1.19,-0.38,0.92,2.48,608324,673237,,2,7,Bot,,,,,,,3.298233690850468,-124.23839848416152,-0.3735287335887294,11.451118438317971,27.769105933380235,-36.23558484865127,3.6,1.74,199,75.7,53,84.9,2444,6.2,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.29,,,,,,,,54,3,Sweeper,0,2,0,2,2,0,0,2,Standard,Standard,43,-0.01,0.0,68.1,7.6,,0.0,88.0,-2,-2,0.2445149420434864,0.2445149420434864,25,26,26,27,3,2,5,1,,1,3.54,-1.19,-1.19,40.3,13.040646386249762,10.766847710493629,22.78204912515708,48.50347665730223,19.89093244217281
FS,2024-09-23,85.7,-1.78,5.47,"Miller, Bryce",665161,682243,,swinging_strike,,,,,13,Swinging Strike,R,R,R,HOU,SEA,S,,,0,1,2024,-1.06,0.1,-0.16,1.32,608324,673237,,2,7,Bot,,,,,,,5.969803945513521,-124.55600390964288,-3.6473212102800847,-12.271421027408108,28.329545492183097,-30.53305673488807,3.6,1.74,,,,85.3,1123,6.4,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.08,,,,,,,,54,2,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,230,-0.01,-0.059,72.0,8.7,,0.059,,-2,-2,0.2445149420434864,0.2445149420434864,25,26,26,27,3,2,5,1,,1,3.04,1.06,1.06,41.4,23.538394030770327,-32.44088199952223,35.75895215729417,35.61839901344663,41.0052940157711
ST,2024-09-23,84.1,-1.56,5.62,"Miller, Bryce",665161,682243,,swinging_strike,,,,,14,Swinging Strike,R,R,R,HOU,SEA,S,,,0,0,2024,1.4,-0.54,1.36,1.42,608324,673237,,2,7,Bot,,,,,,,3.9932279218704254,-122.29188314820736,-2.167735047022901,12.89455060463269,28.51095470997664,-37.24097863328494,3.6,1.74,,,,83.6,2355,6.4,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.08,,,,,,,,54,1,Sweeper,0,2,0,2,2,0,0,2,Standard,Standard,39,-0.01,-0.046,34.4,7.2,,0.046,,-2,-2,0.2445149420434864,0.2445149420434864,25,26,26,27,3,2,5,1,,1,3.81,-1.4,-1.4,41.0,2.2192675084615656,18.261811136092124,28.1922409084642,55.11766556383011,14.037594431528277
FS,2024-09-23,85.2,-1.6,5.5,"Miller, Bryce",605170,682243,strikeout,swinging_strike,,,,,8,Victor Caratini strikes out swinging.,R,L,R,HOU,SEA,S,2,,2,2,2024,-0.78,0.5,-0.1,1.96,608324,673237,,1,7,Bot,,,,,,,5.1073154333159945,-124.01626326050707,-2.9952388122309204,-9.109918966238734,25.597209232953325,-26.61286897954343,3.3,1.54,,,,85.4,1259,6.5,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.01,,0.0,0.0,1,0,0,,53,8,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,222,-0.143,-0.296,76.3,7.7,,0.296,,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,2.65,0.78,-0.78,41.0,26.32986909955279,-28.42991749364343,33.743923702479485,34.896694827622554,57.96657871911803
KC,2024-09-23,82.2,-1.27,5.69,"Miller, Bryce",605170,682243,,foul,,,,,14,Foul,R,L,R,HOU,SEA,S,,,2,2,2024,0.35,-1.0,0.21,1.35,608324,673237,,1,7,Bot,,,,,,,2.679046254963357,-119.64728738655556,-1.3368577902878953,2.8291809998575066,24.427604397399385,-41.678357512340256,3.3,1.54,4,61.6,-23,82.2,2305,6.4,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.12,,,,,,,,53,7,Knuckle Curve,0,2,0,2,2,0,0,2,Standard,Standard,33,-0.014,0.0,73.5,8.2,,0.0,88.0,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,4.39,-0.35,0.35,47.0,20.330998836918607,-26.857849807294,35.61040189670504,31.51685821392703,52.46483143870695
FS,2024-09-23,83.8,-1.53,5.46,"Miller, Bryce",605170,682243,,foul,,,,,6,Foul,R,L,R,HOU,SEA,S,,,2,2,2024,-0.82,0.78,0.34,2.25,608324,673237,,1,7,Bot,,,,,,,5.968431616972996,-121.8780164553095,-2.5080812813172253,-9.416067154871186,26.055214065361184,-24.121039016826945,3.3,1.54,2,63.0,-45,83.8,1233,6.5,746334,663728,670042,593871,664238,641487,668227,677594,645302,53.97,,,,,,,,53,6,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,223,-0.014,0.0,78.2,7.7,,0.0,88.0,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,2.49,0.82,-0.82,39.8,27.30791745663677,-25.123027119134576,38.34969367713936,29.149338935871885,55.9700580776492
KC,2024-09-23,81.7,-1.1,5.74,"Miller, Bryce",605170,682243,,foul,,,,,12,Foul,R,L,R,HOU,SEA,S,,,2,2,2024,0.54,-0.66,0.85,2.58,608324,673237,,1,7,Bot,,,,,,,3.3433577356503603,-118.82367639457637,0.7978139697029316,4.381964250983017,25.266511277247748,-38.747497939500605,3.3,1.54,5,79.0,-30,81.4,2363,6.3,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.15,,,,,,,,53,5,Knuckle Curve,0,2,0,2,2,0,0,2,Standard,Standard,31,-0.014,0.0,68.9,6.4,,0.0,88.0,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,4.11,-0.54,0.54,48.4,10.899927834654108,-8.814873986215439,33.1132227465511,22.70653380920215,40.948625109055726
KC,2024-09-23,82.0,-1.19,5.74,"Miller, Bryce",605170,682243,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,HOU,SEA,B,,,1,2,2024,0.17,-0.75,0.12,0.48,608324,673237,,1,7,Bot,,,,,,,2.650416982202168,-119.24515070029231,-3.7665939342375303,1.0146082304634658,26.92816434057017,-38.66954785139122,3.23,1.63,,,,81.6,2422,6.5,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.01,,,,,,,,53,4,Knuckle Curve,0,2,0,2,2,0,0,2,Standard,Standard,28,-0.014,0.015,,,,-0.015,,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,4.2,-0.17,0.17,45.5,,,,,
KC,2024-09-23,82.2,-1.27,5.7,"Miller, Bryce",605170,682243,,swinging_strike,,,,,14,Swinging Strike,R,L,R,HOU,SEA,S,,,1,1,2024,0.13,-0.81,0.16,1.2,608324,673237,,1,7,Bot,,,,,,,2.977241108174818,-119.67425495093993,-2.029437132008738,0.6348627076954722,25.780975445297763,-39.7203679334114,3.3,1.54,,,,82.0,2293,6.4,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.09,,,,,,,,53,3,Knuckle Curve,0,2,0,2,2,0,0,2,Standard,Standard,30,-0.014,-0.097,74.8,8.3,,0.097,,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,4.22,-0.13,0.13,51.0,27.37179416135901,-33.345943324593364,36.87053455421096,31.94916828800666,57.27345397304596
FS,2024-09-23,85.4,-1.64,5.55,"Miller, Bryce",605170,682243,,ball,,,,,11,Ball,R,L,R,HOU,SEA,B,,,0,1,2024,-1.17,0.25,-1.71,2.53,608324,673237,,1,7,Bot,,,,,,,2.206956622275902,-124.3470070074142,-1.261809632561722,-12.545829666805924,27.207666895523342,-29.53973790941918,3.37,1.63,,,,85.3,1037,6.4,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.08,,,,,,,,53,2,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,223,-0.014,0.017,,,,-0.017,,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,2.89,1.17,-1.17,39.5,,,,,
KC,2024-09-23,82.5,-1.35,5.69,"Miller, Bryce",605170,682243,,called_strike,,,,,6,Called Strike,R,L,R,HOU,SEA,S,,,0,0,2024,0.52,-0.76,0.29,2.68,608324,673237,,1,7,Bot,,,,,,,2.704480386965799,-120.04660645149652,1.2055503989302203,4.39798326936694,25.613069010323603,-39.96584439080628,3.3,1.54,,,,82.3,2349,6.4,746334,663728,670042,593871,664238,641487,668227,677594,645302,54.12,,,,,,,,53,1,Knuckle Curve,0,2,0,2,2,0,0,2,Standard,Standard,34,-0.014,-0.054,,,,0.054,,-2,-2,0.3778321151759219,0.3778321151759219,25,30,26,31,3,2,5,1,,1,4.14,-0.52,0.52,44.8,,,,,
